Horodateur;Etes-vous :;Quel âge avez-vous ? (Juste mettre le nombre);De quelle province venez-vous ?;Habitez-vous :;Quel est votre code postal ?;En moyenne, combien de kilomètres effectuez-vous en voiture sur une année ?  [Avant la Covid-19];En moyenne, combien de kilomètres effectuez-vous en voiture sur une année ?  [Après la Covid-19];Depuis la Covid-19, vos déplacements en voiture;Quel est votre plus haut niveau d'étude ?;Vous êtes :;Travaillez-vous dans le secteur de l'énergie et/ou dans le domaine de l'environnement ?;Comment décririez-vous le revenu actuel de votre ménage ?;Avez-vous déjà rencontré un des problèmes suivants : [Inondation];Avez-vous déjà rencontré un des problèmes suivants : [Incendie];Avez-vous déjà rencontré un des problèmes suivants : [Pollution];Avant de participer à cette enquête, aviez-vous déjà entendu parler de l'utilisation de l'hydrogène dans le contexte de la production d'énergie ?;Evaluez votre connaissance à ce propos;Que pensez-vous de l'utilisation de l'hydrogène comme solution possible aux défis énergétiques et environnementaux ?;Avez-vous déjà pensé à acheter une voiture à hydrogène ? ;Comparées aux voitures à hydrogène, je pense que [Les voitures conventionnelles sont];Comparées aux voitures à hydrogène, je pense que [Les voitures hybrides sont];Comparées aux voitures à hydrogène, je pense que [Les voitures électriques sont];Comparées aux voitures à hydrogène, je pense que [Les voitures au gaz naturel comprimé (GNC) ou au gaz naturel liquéfié (GNL) sont]; [Etre mieux informé.e sur ce sujet]; [Pouvoir contribuer à l'élaboration des lois associées]; [Prix d'achat de la voiture à hydrogène]; [Prix de l'hydrogène]; [Prix des autres carburants]; [Sécurité de l'hydrogène]; [La présence de stations à hydrogène]; [Autonomie]; [Diminution des importations de combustibles]; [Réduction des émissions de gaz à effet de serre à l'origine du changement climatique]; [Réduction de la pollution atmosphérique locale dans les zones urbaines]; [Création d'opportunités pour les industries belges afin d'accroître leur capacité à fournir des technologies innovantes];"A quel degré seriez-vous intéressé.e par l'achat d'une voiture à hydrogène si ... (sur une échelle de ""Pas du tout intéressé.e"" à ""Fortement intéressé.e"") [tout est égal (prix, confort, maintenance,..) aux autres sortes de voiture]";"A quel degré seriez-vous intéressé.e par l'achat d'une voiture à hydrogène si ... (sur une échelle de ""Pas du tout intéressé.e"" à ""Fortement intéressé.e"") [des subsides sont fournis à l'achat]";"A quel degré seriez-vous intéressé.e par l'achat d'une voiture à hydrogène si ... (sur une échelle de ""Pas du tout intéressé.e"" à ""Fortement intéressé.e"") [les voitures à diesel sont bannies des villes]";"A quel degré seriez-vous intéressé.e par l'achat d'une voiture à hydrogène si ... (sur une échelle de ""Pas du tout intéressé.e"" à ""Fortement intéressé.e"") [les voitures à essence sont bannies des villes]";Si une limitation de kilomètres par an pouvant être réalisés par des voitures polluantes (diesel/essence) existait, à quelle limitation passeriez-vous à une voiture plus propre ? 
1/26/2022 16:32:19;Homme;64;Liège;A la campagne;4520;Entre 15 000 et 20 000;Moins de 10 000;Ont diminué;Secondaire;Retraité;Non;Il est difficile de vivre avec mon revenu actuel;Non;Oui;Non;Oui;2;4;Non;Une solution égale;Une moins bonne solution;Une moins bonne solution;Une solution égale;Fort important;Moyennement important;Fort important;Très important;Fort important;Fort important;Très important;Très important;Très important;Très important;Très important;Très important;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;10 000 km
1/26/2022 16:45:22;Homme;70;Liège;En périphérie;4041;Entre 10 000 et 15 000;Entre 10 000 et 15 000;sont restés stables;Master;Retraité;Oui;Je vis confortablement avec mon revenu actuel;Non;Non;Oui;Oui;4;2;Non;Une moins bonne solution;Une moins bonne solution;Une moins bonne solution;Une moins bonne solution;Peu important;Peu important;Peu important;Peu important;Fort important;Très important;Très important;Peu important;Moyennement important;Très important;Très important;Très important;Pas du tout intéressé.e;Pas du tout intéressé.e;Fortement intéressé.e;Fortement intéressé.e;10 000 km
1/26/2022 17:09:14;Homme;65;Brabant Wallon;A la campagne;1370;Plus de 20 000;Plus de 20 000;Ont diminué;Master;Retraité;Non;Je me débrouille avec mon revenu actuel;Non;Non;Non;Oui;3;4;Oui, je le voulais avant la Covid-19 et je le désire encore plus;Une moins bonne solution;Une moins bonne solution;Une moins bonne solution;Une moins bonne solution;Fort important;Fort important;Fort important;Fort important;Moyennement important;Fort important;Fort important;Fort important;Très important;Très important;Très important;Très important;Un peu intéressé.e;Fortement intéressé.e;Pas du tout intéressé.e;Pas du tout intéressé.e;20 000 km
1/26/2022 17:09:58;Homme;59;Luxembourg;A la campagne;6990;Plus de 20 000;Plus de 20 000;Ont diminué;Master;Indépendant;Non;Je vis confortablement avec mon revenu actuel;Oui;Non;Non;Oui;4;3;Non;Une meilleure solution;Une meilleure solution;Une meilleure solution;Une meilleure solution;Pas du tout important;Peu important;Moyennement important;Moyennement important;Fort important;Peu important;Très important;Très important;Fort important;Très important;Très important;Très important;Fortement intéressé.e;Moyennement intéressé.e;Moyennement intéressé.e;Moyennement intéressé.e;20 000 km
1/26/2022 17:11:50;Homme;61;Liège;A la campagne;4537;Plus de 20 000;Entre 15 000 et 20 000;Ont diminué;Master;Employé;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;3;4;Non;Une moins bonne solution;Une moins bonne solution;Une meilleure solution;Une moins bonne solution;Fort important;Pas du tout important;Fort important;Fort important;Peu important;Fort important;Très important;Fort important;Moyennement important;Fort important;Fort important;Moyennement important;Fortement intéressé.e;Fortement intéressé.e;Moyennement intéressé.e;Moyennement intéressé.e;20 000 km
1/26/2022 17:14:27;Femme;44;Liège;En périphérie;4400;Entre 10 000 et 15 000;Entre 10 000 et 15 000;sont restés stables;Master;Employé;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;3;3;Non;Une solution égale;Une solution égale;Une solution égale;Une moins bonne solution;Fort important;Peu important;Fort important;Très important;Très important;Très important;Très important;Fort important;Moyennement important;Fort important;Fort important;Fort important;Moyennement intéressé.e;Un peu intéressé.e;Peu intéressé.e;Moyennement intéressé.e;10 000 km
1/26/2022 17:16:01;Homme;66;Liège;En périphérie;4800;Entre 15 000 et 20 000;Entre 10 000 et 15 000;Ont diminué;Secondaire;Retraité;Non;Je me débrouille avec mon revenu actuel;Non;Non;Non;Oui;1;4;Non;Une meilleure solution;Une meilleure solution;Une moins bonne solution;Une solution égale;Très important;Peu important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;10 000 km
1/26/2022 17:27:46;Femme;25;Liège;En périphérie;4540;Moins de 10 000;Moins de 10 000;Ont diminué;Master;Employé;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Non;1;3;Non;Une solution égale;Une solution égale;Une solution égale;Une solution égale;Très important;Pas du tout important;Très important;Très important;Moyennement important;Fort important;Fort important;Moyennement important;Moyennement important;Fort important;Fort important;Peu important;Un peu intéressé.e;Un peu intéressé.e;Moyennement intéressé.e;Moyennement intéressé.e;10 000 km
1/26/2022 17:36:45;Homme;73;Luxembourg;En périphérie;6820;Entre 15 000 et 20 000;Entre 10 000 et 15 000;Ont diminué;Master;Indépendant;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;3;3;Non;Une moins bonne solution;Une moins bonne solution;Une meilleure solution;Une solution égale;Fort important;Pas du tout important;Fort important;Fort important;Fort important;Très important;Fort important;Fort important;Fort important;Très important;Très important;Très important;Un peu intéressé.e;Un peu intéressé.e;Un peu intéressé.e;Fortement intéressé.e;5 000 km
1/26/2022 17:44:28;Homme;56;Liège;A la campagne;4052;Plus de 20 000;Plus de 20 000;sont restés stables;Doctorat;Employé;Non;Je vis très confortablement avec mon revenu actuel;Non;Non;Non;Oui;3;4;Non;Une moins bonne solution;Une solution égale;Une moins bonne solution;Une moins bonne solution;Très important;Moyennement important;Très important;Très important;Fort important;Très important;Très important;Très important;Très important;Très important;Très important;Fort important;Fortement intéressé.e;Fortement intéressé.e;Un peu intéressé.e;Un peu intéressé.e;20 000 km
1/26/2022 17:54:45;Homme;54;Liège;En centre ville;4000;Plus de 20 000;Plus de 20 000;Ont diminué;Bachelier;Employé;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Oui;Oui;4;4;Oui, mais finalement je me suis dirigé.e vers autre chose (autre raison que la Covid-19);Une moins bonne solution;Une moins bonne solution;Une solution égale;Une moins bonne solution;Fort important;Peu important;Fort important;Fort important;Fort important;Très important;Très important;Fort important;Moyennement important;Très important;Très important;Fort important;Fortement intéressé.e;Un peu intéressé.e;Moyennement intéressé.e;Moyennement intéressé.e;10 000 km
1/26/2022 18:00:12;Homme;64;Namur;En périphérie;5001;Plus de 20 000;Plus de 20 000;sont restés stables;Master;Indépendant;Non;Je me débrouille avec mon revenu actuel;Oui;Non;Oui;Oui;2;3;Non;Une solution égale;Une moins bonne solution;Une meilleure solution;Une meilleure solution;Fort important;Fort important;Fort important;Fort important;Fort important;Fort important;Très important;Très important;Fort important;Fort important;Fort important;Fort important;Moyennement intéressé.e;Moyennement intéressé.e;Un peu intéressé.e;Un peu intéressé.e;20 000 km
1/26/2022 18:07:39;Homme;70;Liège;En périphérie;4420;Entre 10 000 et 15 000;Entre 10 000 et 15 000;sont restés stables;Bachelier;Retraité;Non;Je me débrouille avec mon revenu actuel;Non;Non;Non;Non;1;3;Non;Une moins bonne solution;Une moins bonne solution;Une moins bonne solution;Une moins bonne solution;Très important;Pas du tout important;Moyennement important;Moyennement important;Moyennement important;Moyennement important;Moyennement important;Moyennement important;Moyennement important;Moyennement important;Moyennement important;Moyennement important;Peu intéressé.e;Peu intéressé.e;Pas du tout intéressé.e;Moyennement intéressé.e;10 000 km
1/26/2022 18:17:07;Homme;28;Liège;En périphérie;4621;Entre 10 000 et 15 000;Moins de 10 000;Ont diminué;Bachelier;Employé;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;2;4;Non;Une solution égale;Une solution égale;Une solution égale;Une solution égale;Fort important;Peu important;Fort important;Fort important;Fort important;Très important;Très important;Fort important;Moyennement important;Fort important;Fort important;Moyennement important;Un peu intéressé.e;Un peu intéressé.e;Fortement intéressé.e;Fortement intéressé.e;5 000 km
1/26/2022 18:59:25;Homme;60;Liège;A la campagne;4550;Plus de 20 000;Plus de 20 000;Ont diminué;Master;Employé;Non;Je me débrouille avec mon revenu actuel;Non;Non;Non;Oui;3;3;Non;Une moins bonne solution;Une moins bonne solution;Une solution égale;Une moins bonne solution;Fort important;Peu important;Très important;Très important;Fort important;Très important;Très important;Très important;Pas du tout important;Fort important;Très important;Moyennement important;Fortement intéressé.e;Un peu intéressé.e;Un peu intéressé.e;Un peu intéressé.e;20 000 km
1/26/2022 20:04:55;Homme;62;Liège;A la campagne;4920;Plus de 20 000;Entre 15 000 et 20 000;Ont diminué;Secondaire;Retraité;Non;Je me débrouille avec mon revenu actuel;Oui;Non;Non;Oui;1;3;Non;Une moins bonne solution;Une meilleure solution;Une meilleure solution;Une meilleure solution;Fort important;Moyennement important;Très important;Fort important;Fort important;Très important;Très important;Très important;Moyennement important;Peu important;Très important;Fort important;Fortement intéressé.e;Fortement intéressé.e;Moyennement intéressé.e;Moyennement intéressé.e;10 000 km
1/26/2022 20:32:39;Homme;65;Liège;A la campagne;4400;Moins de 10 000;Moins de 10 000;sont restés stables;Bachelier;Retraité;Oui;Il est difficile de vivre avec mon revenu actuel;Non;Non;Non;Oui;4;4;Non;Une solution égale;Une moins bonne solution;Une moins bonne solution;Une solution égale;Très important;Moyennement important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Fortement intéressé.e;Fortement intéressé.e;Un peu intéressé.e;Un peu intéressé.e;10 000 km
1/26/2022 21:00:01;Homme;59;Liège;En périphérie;4430;Plus de 20 000;Entre 15 000 et 20 000;Ont diminué;Bachelier;Employé;Non;Je me débrouille avec mon revenu actuel;Non;Non;Non;Oui;3;4;Non;Une moins bonne solution;Une moins bonne solution;Une moins bonne solution;Une solution égale;Fort important;Moyennement important;Très important;Très important;Fort important;Très important;Très important;Très important;Fort important;Très important;Très important;Très important;Fortement intéressé.e;Un peu intéressé.e;Moyennement intéressé.e;Moyennement intéressé.e;10 000 km
1/26/2022 22:03:04;Homme;38;Liège;En périphérie;4340;Plus de 20 000;Plus de 20 000;Ont augmenté;Bachelier;Employé;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;2;3;Non;Une solution égale;Une solution égale;Une moins bonne solution;Une solution égale;Fort important;Moyennement important;Très important;Très important;Moyennement important;Moyennement important;Très important;Très important;Pas du tout important;Fort important;Fort important;Très important;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;20 000 km
1/26/2022 23:08:45;Homme;55;Liège;A la campagne;4910;Plus de 20 000;Plus de 20 000;sont restés stables;Master;Employé;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;4;5;Non;Une solution égale;Une solution égale;Une moins bonne solution;Une solution égale;Très important;Fort important;Très important;Très important;Moyennement important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Fortement intéressé.e;Moyennement intéressé.e;Peu intéressé.e;Peu intéressé.e;20 000 km
1/26/2022 23:23:29;Homme;58;Liège;A la campagne;4950;Entre 10 000 et 15 000;Entre 10 000 et 15 000;sont restés stables;Secondaire;Employé;Non;Je me débrouille avec mon revenu actuel;Non;Non;Non;Non;1;3;Non;Une solution égale;Une meilleure solution;Une moins bonne solution;Une solution égale;Fort important;Fort important;Fort important;Fort important;Fort important;Fort important;Fort important;Fort important;Très important;Très important;Très important;Très important;Un peu intéressé.e;Fortement intéressé.e;Pas du tout intéressé.e;Fortement intéressé.e;20 000 km
1/27/2022 8:22:33;Homme;55;Luxembourg;A la campagne;6951;Entre 15 000 et 20 000;Entre 15 000 et 20 000;sont restés stables;Bachelier;Employé;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Non;1;4;Non;Une moins bonne solution;Une moins bonne solution;Une moins bonne solution;Une moins bonne solution;Fort important;Peu important;Fort important;Fort important;Fort important;Fort important;Fort important;Fort important;Fort important;Très important;Très important;Fort important;Moyennement intéressé.e;Moyennement intéressé.e;Un peu intéressé.e;Un peu intéressé.e;20 000 km
1/27/2022 8:40:12;Femme;66;Liège;En périphérie;4800;Entre 10 000 et 15 000;Moins de 10 000;sont restés stables;Secondaire;Retraité;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;1;2;Non;Une meilleure solution;Une solution égale;Une solution égale;Une solution égale;Très important;Peu important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Moyennement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;10 000 km
1/27/2022 9:47:21;Homme;49;Liège;A la campagne;4610;Plus de 20 000;Entre 15 000 et 20 000;Ont diminué;Bachelier;Employé;Non;Je me débrouille avec mon revenu actuel;Non;Non;Non;Oui;4;5;Oui, mais finalement je me suis dirigé.e vers autre chose (autre raison que la Covid-19);Une solution égale;Une moins bonne solution;Une moins bonne solution;Une moins bonne solution;Fort important;Fort important;Très important;Fort important;Peu important;Très important;Très important;Très important;Moyennement important;Fort important;Fort important;Très important;Fortement intéressé.e;Fortement intéressé.e;Peu intéressé.e;Peu intéressé.e;10 000 km
1/27/2022 10:06:39;Homme;75;Liège;En périphérie;4420;Moins de 10 000;Moins de 10 000;sont restés stables;Bachelier;Retraité;Non;Je me débrouille avec mon revenu actuel;Non;Non;Non;Oui;3;4;Non;Une moins bonne solution;Une solution égale;Une solution égale;Une solution égale;Fort important;Moyennement important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Moyennement intéressé.e;Fortement intéressé.e;Peu intéressé.e;Peu intéressé.e;20 000 km
1/27/2022 10:34:20;Femme;55;Liège;A la campagne;4671;Entre 10 000 et 15 000;Entre 10 000 et 15 000;sont restés stables;Secondaire;Employé;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Non;1;5;Non;Une meilleure solution;Une meilleure solution;Une solution égale;Une meilleure solution;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;Moyennement intéressé.e;1 000 km
1/27/2022 11:38:10;Homme;68;Namur;En périphérie;5000;Entre 10 000 et 15 000;Entre 10 000 et 15 000;Ont diminué;Master;Retraité;Non;Je vis très confortablement avec mon revenu actuel;Non;Non;Non;Oui;1;3;Non;Une moins bonne solution;Une moins bonne solution;Une moins bonne solution;Une moins bonne solution;Très important;Moyennement important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;1 000 km
1/27/2022 11:55:44;Femme;52;Namur;En centre ville;5060;Entre 10 000 et 15 000;Entre 10 000 et 15 000;Ont diminué;Bachelier;Retraité;Non;Il est difficile de vivre avec mon revenu actuel;Non;Non;Non;Oui;3;5;Oui, mais finalement je me suis dirigé.e vers autre chose (autre raison que la Covid-19);Une moins bonne solution;Une moins bonne solution;Une moins bonne solution;Une moins bonne solution;Fort important;Moyennement important;Très important;Très important;Moyennement important;Très important;Très important;Fort important;Fort important;Très important;Très important;Fort important;Fortement intéressé.e;Fortement intéressé.e;Un peu intéressé.e;Moyennement intéressé.e;20 000 km
