sex,age,Province,livingPlace,zipCode,kmYear_beforeCovid,kmYear_afterCovid,BeforeAfterCovid,studyYear,Profession,environment_Know,revenu,had_Inondation,had_Fire,had_Pollution,H2_Know,know_Evaluation,h2_VS_envi,carH2_idea,conventional_car,hybrides_car,electric_car,gaz_car,subject_know,law_elaboration,h2_purchasePrice,h2_price,otherfuel_price,h2_security,h2_station,h2_automony,dimImportation,gazReduction,atmos_reduction_urban,Belgium_company,everything_equal,subside,diesel_no_in_town,essence_no_in_town,km_limitation
Homme,28,Liège,En périphérie,4621,Entre 10 000 et 15 000,Moins de 10 000,Ont diminué,Bachelier,Employé,Non,Je vis confortablement avec mon revenu actuel,Non,Non,Non,Oui,2,4,Non,Une solution égale,Une solution égale,Une solution égale,Une solution égale,Fort important,Peu important,Fort important,Fort important,Fort important,Très important,Très important,Fort important,Moyennement important,Fort important,Fort important,Moyennement important,Un peu intéressé.e,Un peu intéressé.e,Fortement intéressé.e,Fortement intéressé.e,5 000 km
Homme,60,Liège,A la campagne,4550,Plus de 20 000,Plus de 20 000,Ont diminué,Master,Employé,Non,Je me débrouille avec mon revenu actuel,Non,Non,Non,Oui,3,3,Non,Une moins bonne solution,Une moins bonne solution,Une solution égale,Une moins bonne solution,Fort important,Peu important,Très important,Très important,Fort important,Très important,Très important,Très important,Pas du tout important,Fort important,Très important,Moyennement important,Fortement intéressé.e,Un peu intéressé.e,Un peu intéressé.e,Un peu intéressé.e,20 000 km
Homme,62,Liège,A la campagne,4920,Plus de 20 000,Entre 15 000 et 20 000,Ont diminué,Secondaire,Retraité,Non,Je me débrouille avec mon revenu actuel,Oui,Non,Non,Oui,1,3,Non,Une moins bonne solution,Une meilleure solution,Une meilleure solution,Une meilleure solution,Fort important,Moyennement important,Très important,Fort important,Fort important,Très important,Très important,Très important,Moyennement important,Peu important,Très important,Fort important,Fortement intéressé.e,Fortement intéressé.e,Moyennement intéressé.e,Moyennement intéressé.e,10 000 km
Homme,65,Liège,A la campagne,4400,Moins de 10 000,Moins de 10 000,sont restés stables,Bachelier,Retraité,Oui,Il est difficile de vivre avec mon revenu actuel,Non,Non,Non,Oui,4,4,Non,Une solution égale,Une moins bonne solution,Une moins bonne solution,Une solution égale,Très important,Moyennement important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Fortement intéressé.e,Fortement intéressé.e,Un peu intéressé.e,Un peu intéressé.e,10 000 km
Homme,59,Liège,En périphérie,4430,Plus de 20 000,Entre 15 000 et 20 000,Ont diminué,Bachelier,Employé,Non,Je me débrouille avec mon revenu actuel,Non,Non,Non,Oui,3,4,Non,Une moins bonne solution,Une moins bonne solution,Une moins bonne solution,Une solution égale,Fort important,Moyennement important,Très important,Très important,Fort important,Très important,Très important,Très important,Fort important,Très important,Très important,Très important,Fortement intéressé.e,Un peu intéressé.e,Moyennement intéressé.e,Moyennement intéressé.e,10 000 km
Homme,38,Liège,En périphérie,4340,Plus de 20 000,Plus de 20 000,Ont augmenté,Bachelier,Employé,Non,Je vis confortablement avec mon revenu actuel,Non,Non,Non,Oui,2,3,Non,Une solution égale,Une solution égale,Une moins bonne solution,Une solution égale,Fort important,Moyennement important,Très important,Très important,Moyennement important,Moyennement important,Très important,Très important,Pas du tout important,Fort important,Fort important,Très important,Fortement intéressé.e,Fortement intéressé.e,Fortement intéressé.e,Fortement intéressé.e,20 000 km
Homme,55,Liège,A la campagne,4910,Plus de 20 000,Plus de 20 000,sont restés stables,Master,Employé,Non,Je vis confortablement avec mon revenu actuel,Non,Non,Non,Oui,4,5,Non,Une solution égale,Une solution égale,Une moins bonne solution,Une solution égale,Très important,Fort important,Très important,Très important,Moyennement important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Fortement intéressé.e,Moyennement intéressé.e,Peu intéressé.e,Peu intéressé.e,20 000 km
Homme,58,Liège,A la campagne,4950,Entre 10 000 et 15 000,Entre 10 000 et 15 000,sont restés stables,Secondaire,Employé,Non,Je me débrouille avec mon revenu actuel,Non,Non,Non,Non,1,3,Non,Une solution égale,Une meilleure solution,Une moins bonne solution,Une solution égale,Fort important,Fort important,Fort important,Fort important,Fort important,Fort important,Fort important,Fort important,Très important,Très important,Très important,Très important,Un peu intéressé.e,Fortement intéressé.e,Pas du tout intéressé.e,Fortement intéressé.e,20 000 km
Homme,55,Luxembourg,A la campagne,6951,Entre 15 000 et 20 000,Entre 15 000 et 20 000,sont restés stables,Bachelier,Employé,Non,Je vis confortablement avec mon revenu actuel,Non,Non,Non,Non,1,4,Non,Une moins bonne solution,Une moins bonne solution,Une moins bonne solution,Une moins bonne solution,Fort important,Peu important,Fort important,Fort important,Fort important,Fort important,Fort important,Fort important,Fort important,Très important,Très important,Fort important,Moyennement intéressé.e,Moyennement intéressé.e,Un peu intéressé.e,Un peu intéressé.e,20 000 km
Femme,66,Liège,En périphérie,4800,Entre 10 000 et 15 000,Moins de 10 000,sont restés stables,Secondaire,Retraité,Non,Je vis confortablement avec mon revenu actuel,Non,Non,Non,Oui,1,2,Non,Une meilleure solution,Une solution égale,Une solution égale,Une solution égale,Très important,Peu important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Moyennement intéressé.e,Fortement intéressé.e,Fortement intéressé.e,Fortement intéressé.e,10 000 km
Homme,49,Liège,A la campagne,4610,Plus de 20 000,Entre 15 000 et 20 000,Ont diminué,Bachelier,Employé,Non,Je me débrouille avec mon revenu actuel,Non,Non,Non,Oui,4,5,"Oui, mais finalement je me suis dirigé.e vers autre chose (autre raison que la Covid-19)",Une solution égale,Une moins bonne solution,Une moins bonne solution,Une moins bonne solution,Fort important,Fort important,Très important,Fort important,Peu important,Très important,Très important,Très important,Moyennement important,Fort important,Fort important,Très important,Fortement intéressé.e,Fortement intéressé.e,Peu intéressé.e,Peu intéressé.e,10 000 km
Homme,75,Liège,En périphérie,4420,Moins de 10 000,Moins de 10 000,sont restés stables,Bachelier,Retraité,Non,Je me débrouille avec mon revenu actuel,Non,Non,Non,Oui,3,4,Non,Une moins bonne solution,Une solution égale,Une solution égale,Une solution égale,Fort important,Moyennement important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Moyennement intéressé.e,Fortement intéressé.e,Peu intéressé.e,Peu intéressé.e,20 000 km
Femme,55,Liège,A la campagne,4671,Entre 10 000 et 15 000,Entre 10 000 et 15 000,sont restés stables,Secondaire,Employé,Non,Je vis confortablement avec mon revenu actuel,Non,Non,Non,Non,1,5,Non,Une meilleure solution,Une meilleure solution,Une solution égale,Une meilleure solution,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Fortement intéressé.e,Fortement intéressé.e,Fortement intéressé.e,Moyennement intéressé.e,1 000 km
Homme,68,Namur,En périphérie,5000,Entre 10 000 et 15 000,Entre 10 000 et 15 000,Ont diminué,Master,Retraité,Non,Je vis très confortablement avec mon revenu actuel,Non,Non,Non,Oui,1,3,Non,Une moins bonne solution,Une moins bonne solution,Une moins bonne solution,Une moins bonne solution,Très important,Moyennement important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Fortement intéressé.e,Fortement intéressé.e,Fortement intéressé.e,Fortement intéressé.e,1 000 km
Femme,52,Namur,En centre ville,5060,Entre 10 000 et 15 000,Entre 10 000 et 15 000,Ont diminué,Bachelier,Retraité,Non,Il est difficile de vivre avec mon revenu actuel,Non,Non,Non,Oui,3,5,"Oui, mais finalement je me suis dirigé.e vers autre chose (autre raison que la Covid-19)",Une moins bonne solution,Une moins bonne solution,Une moins bonne solution,Une moins bonne solution,Fort important,Moyennement important,Très important,Très important,Moyennement important,Très important,Très important,Fort important,Fort important,Très important,Très important,Fort important,Fortement intéressé.e,Fortement intéressé.e,Un peu intéressé.e,Moyennement intéressé.e,20 000 km
Homme,54,Liège,A la campagne,4130,Plus de 20 000,Entre 10 000 et 15 000,Ont diminué,Bachelier,Employé,Non,Je vis confortablement avec mon revenu actuel,Oui,Non,Non,Oui,3,3,Non,Une solution égale,Une solution égale,Une moins bonne solution,Une solution égale,Très important,Moyennement important,Très important,Très important,Très important,Très important,Très important,Très important,Fort important,Fort important,Fort important,Fort important,Un peu intéressé.e,Un peu intéressé.e,Un peu intéressé.e,Un peu intéressé.e,10 000 km
Homme,46,Brabant Wallon,A la campagne,1470,Entre 15 000 et 20 000,Moins de 10 000,Ont diminué,Master,Employé,Non,Je vis confortablement avec mon revenu actuel,Non,Non,Non,Oui,3,4,Non,Une moins bonne solution,Une moins bonne solution,Une solution égale,Une moins bonne solution,Moyennement important,Moyennement important,Très important,Très important,Très important,Fort important,Fort important,Fort important,Moyennement important,Fort important,Moyennement important,Moyennement important,Fortement intéressé.e,Fortement intéressé.e,Fortement intéressé.e,Fortement intéressé.e,10 000 km
Homme,76,Liège,En périphérie,4300,Plus de 20 000,Entre 15 000 et 20 000,Ont diminué,Doctorat,Indépendant,Non,Je vis confortablement avec mon revenu actuel,Non,Non,Non,Oui,3,4,Non,Une moins bonne solution,Une moins bonne solution,Une meilleure solution,Une moins bonne solution,Très important,Peu important,Fort important,Fort important,Moyennement important,Fort important,Fort important,Fort important,Fort important,Très important,Très important,Fort important,Un peu intéressé.e,Fortement intéressé.e,Un peu intéressé.e,Un peu intéressé.e,10 000 km
Homme,51,Liège,En centre ville,4000,Entre 10 000 et 15 000,Entre 10 000 et 15 000,sont restés stables,Master,Employé,Oui,Je vis confortablement avec mon revenu actuel,Non,Non,Non,Oui,1,3,Non,Une moins bonne solution,Une moins bonne solution,Une moins bonne solution,Une solution égale,Très important,Moyennement important,Moyennement important,Très important,Très important,Très important,Très important,Très important,Fort important,Très important,Très important,Fort important,Un peu intéressé.e,Fortement intéressé.e,Un peu intéressé.e,Un peu intéressé.e,20 000 km
Homme,59,Liège,En périphérie,4030,Entre 10 000 et 15 000,Moins de 10 000,Ont diminué,Secondaire,Employé,Non,Je me débrouille avec mon revenu actuel,Non,Non,Non,Oui,2,5,Non,Une moins bonne solution,Une solution égale,Une meilleure solution,Une moins bonne solution,Très important,Fort important,Très important,Très important,Moyennement important,Fort important,Fort important,Fort important,Très important,Très important,Très important,Très important,Un peu intéressé.e,Fortement intéressé.e,Moyennement intéressé.e,Fortement intéressé.e,10 000 km
Femme,40,Liège,A la campagne,4890,Entre 10 000 et 15 000,Plus de 20 000,Ont augmenté,Bachelier,Employé,Non,Je me débrouille avec mon revenu actuel,Non,Non,Oui,Oui,1,3,Non,Une solution égale,Une solution égale,Une moins bonne solution,Une moins bonne solution,Très important,Fort important,Très important,Très important,Très important,Très important,Très important,Très important,Fort important,Très important,Très important,Fort important,Un peu intéressé.e,Un peu intéressé.e,Fortement intéressé.e,Fortement intéressé.e,20 000 km
Femme,49,Brabant Wallon,En centre ville,1370,Entre 10 000 et 15 000,Entre 10 000 et 15 000,sont restés stables,Master,Employé,Non,Je vis confortablement avec mon revenu actuel,Oui,Non,Non,Oui,1,5,Non,Une moins bonne solution,Une moins bonne solution,Une solution égale,Une moins bonne solution,Très important,Très important,Fort important,Fort important,Fort important,Très important,Très important,Fort important,Fort important,Fort important,Fort important,Fort important,Fortement intéressé.e,Fortement intéressé.e,Un peu intéressé.e,Un peu intéressé.e,10 000 km
Femme,54,Région de Bruxelles-Capitale,En périphérie,1160,Moins de 10 000,Moins de 10 000,Ont diminué,Master,Employé,Non,Je vis très confortablement avec mon revenu actuel,Non,Non,Non,Oui,3,3,Non,Une solution égale,Une meilleure solution,Une meilleure solution,Une solution égale,Fort important,Peu important,Moyennement important,Fort important,Moyennement important,Moyennement important,Fort important,Fort important,Peu important,Moyennement important,Moyennement important,Fort important,Peu intéressé.e,Peu intéressé.e,Moyennement intéressé.e,Un peu intéressé.e,5 000 km
